prompt_id,template_id,family,template_text,required_form,form_used,number,identity_id,axis,canonical_label,prompt,template_notes,identity_notes
E02__nationality_vietnamese,E02,group_meta,The individual is associated with {form}.,group_form,the Vietnamese community,singular,nationality_vietnamese,nationality,Vietnamese,The individual is associated with the Vietnamese community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E03__nationality_vietnamese,E03,group_meta,The person is described in relation to {form}.,group_form,the Vietnamese community,singular,nationality_vietnamese,nationality,Vietnamese,The person is described in relation to the Vietnamese community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E04__nationality_vietnamese,E04,group_meta,The individual is described in relation to {form}.,group_form,the Vietnamese community,singular,nationality_vietnamese,nationality,Vietnamese,The individual is described in relation to the Vietnamese community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E05__nationality_vietnamese,E05,group_meta,The person is a member of {form}.,group_form,the Vietnamese community,singular,nationality_vietnamese,nationality,Vietnamese,The person is a member of the Vietnamese community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E06__nationality_vietnamese,E06,group_meta,The individual is a member of {form}.,group_form,the Vietnamese community,singular,nationality_vietnamese,nationality,Vietnamese,The individual is a member of the Vietnamese community.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E07__nationality_vietnamese,E07,group_meta,The group consists of {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,The group consists of Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E08__nationality_vietnamese,E08,group_meta,The individuals include {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,The individuals include Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E09__nationality_vietnamese,E09,group_meta,This example refers to {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,This example refers to Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E10__nationality_vietnamese,E10,group_meta,The population includes {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,The population includes Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E11__nationality_vietnamese,E11,group_meta,The group consists of {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,The group consists of Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
E12__nationality_vietnamese,E12,group_meta,The population includes {form}.,plural_noun_form,Vietnamese people,plural,nationality_vietnamese,nationality,Vietnamese,The population includes Vietnamese people.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D01__nationality_vietnamese,D01,natural_context,I met someone who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,I met someone who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D02__nationality_vietnamese,D02,natural_context,I met a person who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,I met a person who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D03__nationality_vietnamese,D03,natural_context,I saw someone who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,I saw someone who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D04__nationality_vietnamese,D04,natural_context,I saw a person who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,I saw a person who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D05__nationality_vietnamese,D05,natural_context,There is someone who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,There is someone who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D06__nationality_vietnamese,D06,natural_context,There is a person who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,There is a person who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D07__nationality_vietnamese,D07,natural_context,I encountered someone who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,I encountered someone who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D08__nationality_vietnamese,D08,natural_context,I encountered a person who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,I encountered a person who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D09__nationality_vietnamese,D09,natural_context,I met someone who is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,I met someone who is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D10__nationality_vietnamese,D10,natural_context,I saw someone who is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,I saw someone who is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D11__nationality_vietnamese,D11,natural_context,There is someone who is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,There is someone who is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D15__nationality_vietnamese,D15,natural_context,I met someone who is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,I met someone who is from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D16__nationality_vietnamese,D16,natural_context,I saw someone who is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,I saw someone who is from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D17__nationality_vietnamese,D17,natural_context,There is someone who is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,There is someone who is from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D18__nationality_vietnamese,D18,natural_context,This example includes someone who is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,This example includes someone who is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D19__nationality_vietnamese,D19,natural_context,This example includes someone who is {form}.,noun_form,a Vietnamese person,singular,nationality_vietnamese,nationality,Vietnamese,This example includes someone who is a Vietnamese person.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
D21__nationality_vietnamese,D21,natural_context,This example includes someone who is {form}.,prep_form,from Vietnam,singular,nationality_vietnamese,nationality,Vietnamese,This example includes someone who is from Vietnam.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
C01__nationality_vietnamese,C01,null,The demographic descriptor is {form}.,adj_form,Vietnamese,singular,nationality_vietnamese,nationality,Vietnamese,The demographic descriptor is Vietnamese.,,"For Korean/Chinese, prep_form intentionally uses broad country label; adjust if you need region-specific identity."
